La 132	IPA - New England
La 1959	Saison / Farmhouse Ale
La 1959 IPA Citra Aux Patates	IPA - American
La 29 De L’oncle	IPA - International
La 31	Pumpkin / Yam Beer
La 475 Blanche De Pratto	Witbier
La 4e Dimension	Roggenbier
La Alhambra	Pilsner - Other
La B Couleur Bleuet	Sour - Other
La B Couleur Cassis	Sour - Other
La B Noire	Sour - Other
La B Rouge	Sour - Berliner Weisse
La Balade En Ponton	Sour - Other
La Balade En Pédalo	Sour - Fruited
La Ballade En Sea-Doo	IPA - Sour
La Baptême	Pale Ale - American
La Barbe Bière	Red Ale - American Amber / Red
La Barbu	Kölsch
La Bavarde	Smoked Beer
La Beaupré	Kölsch
La Bedelle	Witbier
La Belle Empoisonneuse	Stout - Imperial / Double
La Belle Gourmande	Blonde Ale
La Belle Helene	Fruit Beer
La Belle Robe D'homme	Sour - Gose
La Bittt à Tibi - Amos Kristall Witte	Kristallweizen
La Bittt à Tibi - Amos Lager Blonde	Lager - Pale
La Bittt à Tibi - Amos Pale Ale	Pale Ale - American
La Blanche Aux Bleuets Sauvages	Fruit Beer
La Blanche De Saint-Jean	Wheat Beer - Other
La Blanche Des Ursulines	Witbier
La Blanche de Shawi	Witbier
La Blanche des Anges	Witbier
La Blanchette	Witbier
La Blind Date	Blonde Ale
La Blonde D'Abraham	Kölsch
La Blonde De St-Tite	Lager - Pale
La Blonde Du Cochon	Lager - Pale
La Blonde de L'Anse	Golden Ale
La Blonde à Veillette	Blonde Ale
La Bock de Joliette	Bock - Single / Traditional
La Bolée Pétillante	Cider - Other
La Bonne Aventure	Red Ale - American Amber / Red
La Bonne étoile	Lager - Vienna
La Bostick	Stout - Other
La Bourbonnière	Blonde Ale
La Boutefeu	Red Ale - American Amber / Red
La Brett De Chez Nous	Farmhouse Ale - Saison
La Bretteuse (Fût de Syrah)	American Wild Ale
La Brigantin	Spiced / Herbed Beer
La Brindille	Fruit Beer
La Brise Glace	IPA - Imperial / Double
La Brunante	Scottish Ale
La Brune Au Miel	Brown Ale - English
La Brutale	IPA - Brut
La Bunker IPA	IPA - American
La Buteuse	Belgian Tripel
La Buteuse - Brassin Spécial (Brandy)	Belgian Tripel
La Butineuse	Witbier
La Béole Ardenne	Belgian Strong Golden Ale
La Bêche	IPA - Sour
La Bête Noire	Stout - Oatmeal
La Cachotière	Stout - Other
La Calaca	Sour - Gose
La Camélia	Witbier
La Candide	Blonde Ale
La Canonnier	Farmhouse Ale - Saison
La Carcajou Moqueur	Scotch Ale / Wee Heavy
La Carnav'Ale	Belgian Blonde
La Caserne	Rauchbier
La Certitude Camerise	Sour - Other
La Cervoise	Gruit / Ancient Herbed Ale
La Chambranlante	Belgian Strong Dark Ale
La Champêtre	Farmhouse Ale - Saison
La Charleston	IPA - Session / India Session Ale
La Chateau Bel-air	Blonde Ale
La Chocolate Milk Stout	Stout - Milk / Sweet
La Chouape Luna Ipa	IPA - International
La Chouffe Blond	Belgian Strong Golden Ale
La Choulette Ambrée	Bière de Garde
La Coeur De Loup	Stout - Oatmeal
La Collin	Red Ale - Irish
La Commère Du Village	Blonde Ale
La Confesse	Stout - Oatmeal
La Constellation	Pale Ale - American
La Corne du Bois des Pendus Blonde / Blond	Belgian Blonde
La Corne du Bois des Pendus Triple	Belgian Tripel
La Corriveau	Stout - Oatmeal
La Corriveau Impériale	Stout - American Imperial / Double
La Coulée	Blonde Ale
La Coulée Blanche	Witbier
La Coulée Rousse	Red Ale - American Amber / Red
La Coup Double	IPA - Imperial / Double
La Coupe	Saison / Farmhouse Ale
La Criminelle	Stout - American Imperial / Double
La Crisp	Golden Ale
La Crochetée	Spiced / Herbed Beer
La Côtesse Simcoe	IPA - New England
La Dame Des Neiges	Witbier
La Dandinette	Pilsner - Other
La Dark Soul	Stout - Imperial / Double
La Dauphine Dorée au Chanvre	Spiced / Herbed Beer
La Dernière Brosse	Stout - Other
La Dernière Mission	Pale Ale - English
La Descente Du Plato	Blonde Ale
La Diable	Red Ale - Irish
La Divine	Belgian Tripel
La Divine Comédie	Pilsner - Other
La Divoree	IPA - White
La Dixieme	IPA - American
La Double St-Onge	Porter - Imperial / Double
La Doublure	Belgian Dubbel
La Douce	Red Ale - American Amber / Red
La Duquette	Brown Ale - American
La Déraille	American Wild Ale
La Dérive	IPA - New England
La Fabienne	Stout - Milk / Sweet
La Fable	Lager - Pale
La Fabuleuse	Fruit Beer
La Faisant Malt	Pale Ale - American
La Fanatique	IPA - American
La Felix	Bock - Eisbock (Traditional)
La Ferme à Houblon	Sour - Farmhouse IPA
La Fernande	Farmhouse Ale - Saison
La Fessée Triple	Belgian Tripel
La Festivaloise	IPA - New England
La Festive	Cider - Sweet
La Fin du Monde	Belgian Tripel
La Fière-Pet	Witbier
La Fleur Du Nord	Farmhouse Ale - Saison
La Flore Du Québec 3.0	Saison / Farmhouse Ale
La Florida	Fruit Beer
La Flèche	Red Ale - American Amber / Red
La Fois Qu'Sé Comme Tout Le Monde	IPA - American
La Fois Qu'sé Pas ça Qu'sé	IPA - American
La Folie	Sour - Flanders Oud Bruin
La Folle Mesure	Farmhouse Ale - Saison
La Foraine	Hefeweizen
La Forestière	Spiced / Herbed Beer
La Forêt Obscure	IPA - Imperial / Double Black
La Fourquette	Witbier
La Fraiche	Sour - Other
La Framboise	Fruit Beer
La Framboyante	Fruit Beer
La Franc Bois	Fruit Beer
La Franc Bois D'hiver	Sour - Other
La Fumable	Smoked Beer
La Fumée Sans Feu	Smoked Beer
La Furie	Sour - Flanders Red Ale
La G7	Lager - Pale
La Gary Carter	Pale Ale - American
La Gaspésienne #13	Porter - Other
La Gigonne	Stout - Oatmeal
La Globe Trotteuse	Belgian Tripel
La Gloriosa	IPA - White
La Gose Town	Sour - Gose
La Gose Vie Sale	Sour - Gose
La Goudale - Blonde à l'ancienne	Bière de Garde
La Goudale IPA	IPA - Belgian
La Goulot Noire	Stout - Other
La Grace	Saison / Farmhouse Ale
La Graincheuse	Belgian Strong Golden Ale
La Grande Bellezza	Spiced / Herbed Beer
La Grande Dame	Witbier
La Grande Marée	Sour - Gose
La Gripette	Fruit Beer
La Grisette	Grisette
La Grisette Du Grand Trou	Farmhouse Ale - Saison
La Grisette Les Bons Buveurs	Grisette
La Grivoise De Noël (Brassin Spécial)	Winter Ale
La Grivoise de Noël	Winter Ale
La Grolaire	Stout - Other
La Gross Brute	IPA - Brut
La Guedaille	IPA - American
La Guedaille (Mosaïc)	IPA - New England
La Guerre Des Clochers	Stout - Other
La Guillotine	Belgian Strong Golden Ale
La Gélinotte	Blonde Ale
La Hangar	IPA - American
La JAM	IPA - Session / India Session Ale
La Jam	IPA - Session / India Session Ale
La Jarretière	IPA - Brut
La Jaseuse Aux Bleuets	Hefeweizen
La Jongleuse	Witbier
La Kirke	English Bitter
La Libertine	Blonde Ale
La Lollipop	Sour - Berliner Weisse
La Lollipop (2019)	Sour - Berliner Weisse
La Lucite	Blonde Ale
La Luna Rossa	Sour - Ale
La Lupulosa	IPA - American
La L’Évêque	Belgian Dubbel
La Madeleine	Witbier
La Magellan	IPA - Imperial / Double New England
La Magie Blanche	Witbier
La Malauze	Blonde Ale
La Malcommode	Hefeweizen
La Malicieuse	IPA - Black / Cascadian Dark Ale
La Mangue Religieuse	Pale Ale - English
La Marge	Stout - Other
La Marguerite	Blonde Ale
La Marie Framboise	Fruit Beer
La Marine	Sour - Gose
La Mariveraine	Lager - Vienna
La Marquis De Vaudreuil	Brown Ale - English
La Marée Noire	IPA - Black / Cascadian Dark Ale
La Matsi	Pale Ale - English
La Maurice	Kölsch
La Mauvais Sort	Märzen
La Mekinoise	Witbier
La Mellifera	Farmhouse Ale - Saison
La Mer Ardente	IPA - Imperial / Double
La Mer Rouge	Sour - Gose - Fruited
La Missive	Blonde Ale
La Mon Minou	Kellerbier / Zwickelbier
La Montoise	Blonde Ale
La Morsure	IPA - American
La Mousaillon	Witbier
La Moussaillon	Witbier
La Muchacha	Lager - Pale
La Musclée	IPA - Brut
La Mèche Courte	Scotch Ale / Wee Heavy
La Ménard	Strong Ale - Other
La Nanas Verte	Sour - Gose - Fruited
La Negra	Stout - Irish Dry
La Nelligan	Dunkelweizen
La Noctambule	Stout - Other
La Nord-Sud	Blonde Ale
La Nuit Des Champs	Farmhouse Ale - Saison
La Nuit Des Longs Couteaux	Belgian Tripel
La Nuit des Temps	Stout - American
La Onzième	IPA - American
La Orange De Dunham	Sour - Flanders Red Ale
La Ouellée	IPA - English
La P'tite Batince	Sour - Other
La P'tite Cabane / Rousse	Red Ale - American Amber / Red
La P'tite Dernière	Blonde Ale
La P'tite Nordique	IPA - Session / India Session Ale
La P'tite Tranquille Rousse	California Common
La P'tite Vingnenne	Fruit Beer
La PANO	IPA - Session / India Session Ale
La Pagaille	IPA - American
La Pagon	IPA - American
La Pale Ale Brett	Pale Ale - Belgian
La Pallets Ipa	IPA - New England
La Palolem Beach	IPA - Milkshake
La Partie Parfaite	English Bitter
La Passionnée	IPA - American
La Peau De Lièvre	Farmhouse Ale - Saison
La Pecheresse Monsieur Martinet	Sour - Fruited
La Perla	Sour - Gose
La Perle Noire	Stout - Imperial / Double
La Perrot - Cristal Au Miel	Honey Beer
La Petite Chasse	Gruit / Ancient Herbed Ale
La Petite Faucheuse	Wheat Beer - American Pale Wheat
La Phénix	Smoked Beer
La Piautre Noire	Stout - Other
La Picarde	Table Beer
La Picole	Honey Beer
La Pink	Homebrew
La Pinte	IPA - American
La Pioche	Farmhouse Ale - Saison
La Pirata	IPA - New England
La Pistoloise Triple	IPA - Triple
La Pitoune	Pilsner - German
La Polissonne	Barleywine - English
La Porte-bonheur	Red Ale - Irish
La Portneuvoise	Pale Ale - American
La Poudre Jaune	IPA - Sour
La Poudre Noire	Stout - Oatmeal
La Poudre Noire - Domaine Du Sucrier	Stout - Other
La Poule De Luxe	Brown Ale - Other
La Première	Saison / Farmhouse Ale
La Première Nuit	IPA - International
La Principale	Blonde Ale
La Pépé	Spiced / Herbed Beer
La Rabat-joie	Fruit Beer
La Racoleuse	IPA - American
La Raison Merveilleuse	IPA - Session / India Session Ale
La Rapide Blanc	Hefeweizen
La Reine Du Mont Vinoy	Blonde Ale
La Reine Du Sébaste	IPA - Belgian
La Reyne Descosse	Scotch Ale / Wee Heavy
La Rive Du Sud	Bière de Garde
La Rocket RED IPL	Lager - IPL (India Pale Lager)
La Rosavie	Sour - Fruited
La Rose Des Vents	Saison / Farmhouse Ale
La Rossa/Malto Brunito	Bock - Doppelbock
La Rosée Des Dunes	Witbier
La Rouge	Red Ale - Irish
La Rouge Du Bretteux	Sour - Flanders Red Ale
La Rousse Illustrée	Lager - Amber
La Route D'Irlande	Pale Ale - English
La Route Des Indes	IPA - Belgian
La Rubis Red	Red Ale - American Amber / Red
La Rue Du Pont	Pale Ale - Belgian
La Ruée Vers Gould - The Gould Rush	Scottish Ale
La Réincarnation	Sour - Berliner Weisse
La Réserve Blanche	Witbier
La Réserve à Mario	Sour - Other
La Résolution	Belgian Strong Dark Ale
La Résurrection de Broderus - The Second Coming of Broderus	Winter Ale
La Sacoche	Farmhouse Ale - Saison
La Sacristine	Red Ale - Irish
La Saison Basse	Farmhouse Ale - Saison
La Saison De La Mouche Noire	Saison / Farmhouse Ale
La Saison Du Printemps	Sour - Other
La Saison Est Courte	Sour - Other
La Saison Haute	Saison / Farmhouse Ale
La Saison Tradition	Farmhouse Ale - Saison
La Saison d'Epeautre	Saison / Farmhouse Ale
La Saison du Tracteur	Farmhouse Ale - Saison
La Salamandre	Bière de Garde
La Sarah	Fruit Beer
La Sarah Sure	Sour - Fruited
La Sauvagesse	Sour - Fruited
La Session	IPA - Session / India Session Ale
La Session Tropique	IPA - Session / India Session Ale
La Shed	American Wild Ale
La Shed (dry Hop Mandarina Bavaria)	American Wild Ale
La Shirley ESB	Extra Special / Strong Bitter
La Sir Wallace	Scotch Ale / Wee Heavy
La Sittelle	Farmhouse Ale - Saison
La Slaïonne	IPA - Session / India Session Ale
La Soif A Mourir	Blonde Ale
La Solution	IPA - American
La Sottise	Saison / Farmhouse Ale
La Sottise Réserve	Farmhouse Ale - Saison
La Souffre-Douleur	Smoked Beer
La Soutien-Gorge	IPA - Imperial / Double
La St-Eux	IPA - American
La St-Onge	Porter - English
La Suite De Fibonacci (13e Anniversaire)	Sour - Fruited
La Surnaturelle	Sour - Berliner Weisse
La Sweep	IPA - Red
La Synthia	Fruit Beer
La THArée	Belgian Tripel
La Taloche	IPA - Imperial / Double
La Taloche (amarillo)	IPA - Imperial / Double
La Tempête	Farmhouse Ale - Saison
La Thetfordoise	IPA - American
La Tignasse	Red Ale - Irish
La Tokée	Fruit Beer
La Tombe	Belgian Tripel
La Torpille	Stout - Milk / Sweet
La Torrada	Blonde Ale
La Tortueuse	IPA - Imperial / Double
La Tournebroche	Farmhouse Ale - Saison
La Tournee Des Grands Ducs	Farmhouse Ale - Saison
La Trafalgar	IPA - American
La Trail Du Trilobe	Sour - Fruited
La Traite	Spiced / Herbed Beer
La Trappe Bockbier	Bock - Single / Traditional
La Trappe Dubbel	Belgian Dubbel
La Trappe Isid'or Special Edition 2019	Belgian Strong Golden Ale
La Trappe Quadrupel	Belgian Quadrupel
La Trappe Tripel	Belgian Tripel
La Trappe Witte Trappist (2019)	Witbier
La Traîtresse	Belgian Tripel
La Tremenda	IPA - Imperial / Double
La Trinidad El Fernando	Barleywine - English
La Tripe à 3 Brett	Belgian Strong Golden Ale
La Tripeuse Des Bois	Pale Ale - Belgian
La Triple À La Mode De Caen	Belgian Tripel
La Tropicale	Witbier
La Trou-Blé	IPA - New England
La Trêve (2017)	Winter Warmer
La Tête Ailleurs	Grätzer / Grodziskie
La Tête Dans Le Sieau	Belgian Blonde
La Tête Froide	Cream Ale
La Vache Folle - Session IPA	IPA - Session / India Session Ale
La Vache Folle: Imperial Milk Stout	Stout - Imperial / Double Milk
La Vache Folle: RyePA	Rye Beer
La Vagabonde	Witbier
La Vaillante	Fruit Beer
La Vaillante De La Pommeraie	Farmhouse Ale - Saison
La Vermontoise	Farmhouse Ale - Saison
La Vie Bonne	Sour - Other
La Vie En Rose	Cider - Rosé
La Vie Miel	Mead - Other
La Vie de Château	Red Ale - American Amber / Red
La Vienna	Lager - Vienna
La Vlimeuse	Red Ale - American Amber / Red
La Voie Lactée	Sour - Other
La Voie Maltee La Gossante	Sour - Gose
La Webster	IPA - American
La York	Farmhouse Ale - Saison
La Youkai	Witbier
La ptite Floride - NEIPA	IPA - New England
LaGrave	Belgian Tripel
LaPatt Porter Robuste	Porter - Other
Labatt 50	Blonde Ale
Labatt Bleue (Québec)	Pilsner - Other
Labatt Blue	Pilsner - Other
Labatt Blue Light	Pilsner - Other
Labatt Blue Light Grapefruit	Fruit Beer
Labatt Blue Light Lime	Lager - American Light
Labatt Crystal	Lager - American
Labatt Ice	Lager - American
Labatt Maximum Ice	Malt Liquor
Lac-à-la-Brett	Sour - Berliner Weisse
Lac-à-la-Brett (2018)	Sour - Other
Lady Like	IPA - New England
Lady Step	IPA - Session / India Session Ale
Laflibuste	Stout - Oatmeal
Lafontaine Saison Moderne	Farmhouse Ale - Saison
Lager	Lager - Amber
Lager Beer	Lager - Helles
Lager De Riz	Lager - Japanese Rice
Lager Dry Hopped With Mandarina Bavaria	Lager - Pale
Lager In the Rye	Rye Beer
Lager Japonaise	Lager - Japanese Rice
Lager Noire	Lager - Dark
Lager Réal	Lager - Vienna
Lager Sauvage	Lager - Pale
Lagerbier	Lager - Helles
Lagerbier Hell	Lager - Helles
Lagon Bleu (Projet I V1.0)	Sour - Other
Lagunitas Sucks	IPA - Imperial / Double
Lahden Erikois Summer Ale A 5,0%	Pale Ale - International
Laid Back Pale Ale	Pale Ale - American
Lait De Dragon	English Mild Ale
Lake Effect IPA	IPA - American
Lake House Craft Lager	Lager - American Light
Lake Rat	Cream Ale
Lake Superior North Shore With Strawberries And Blueberries	Hefeweizen
Lakeport Pilsner	Pilsner - Other
Lakeshore Fog	IPA - New England
Lakeside Kolsch	Kölsch
Lakeside Lager	Lager - North American Adjunct
Lamb's Wool	Gruit / Ancient Herbed Ale
Lambic Botanic	Lambic - Gueuze
Lambic Vin Jaune / La Vie es Belge	Lambic - Traditional
Lambic d'Aunis	Lambic - Fruit
Lambiek 20 Months	Lambic - Traditional
Lambineuse	American Wild Ale
Lamesa	Sour - Fruited
Lamo Wit	Witbier
Lamoille Bretta	Farmhouse Ale - Saison
Lamp Lighter Amber Ale	Red Ale - American Amber / Red
Lancaster Bomber	English Bitter
Land of Rice & Honey - Across The Nation	Farmhouse Ale - Saison
Land-Pils	Pilsner - German
Landlocked IPA	IPA - American
Landlord	Pale Ale - English
Lando	Sour - Ale
Landshark Lager	Lager - American
Landwink IPA	IPA - American
Langharig Tuig	Hefeweizen
Lantern Stomp	IPA - Imperial / Double New England
Lanterne	Pale Ale - American
Lapin Kulta Premium	Lager - Pale
Lapsed Sanity	Cider - Perry
Lapsus	Sour - Flanders Oud Bruin
Lark	Stout - Other
Larry’s Latest Flamingo Fruit Fight	Fruit Beer
Lars Andersen Combo	Porter - Baltic
Larvikite	IPA - American
Laser Samurai	Spiced / Herbed Beer
Laser Show	IPA - Imperial / Double New England
Last Drop	Red Ale - Other
Last Duel Lager	Lager - American Light
Last Minute DDH IPA	IPA - American
Lastout Martin	Stout - American
Late Night Thriller	IPA - New England
Late Shift	Porter - American
Later Never Better	American Wild Ale
Latitude & Longitude Raspberry Barrel Aged Saison	Farmhouse Ale - Saison
Latte Noir	Stout - Milk / Sweet
Laughing Stock	IPA - Imperial / Double
Launch Beer	Pale Ale - American
Laura	IPA - Belgian
Laurentide	Blonde Ale
Laurette	Sour - Other
Lava Smoked Imperial Stout	Stout - Imperial / Double
Lavender Lemonade	Cider - Traditional
Lawn Mower	IPA - Session / India Session Ale
Lawsons Fayston Maple Chocolate Tart Cherry	Stout - Imperial / Double
Lay Low (Strawberry And Guava)	Other
Layover Session Escale	IPA - Session / India Session Ale
Lazer Lager	Lager - American Light
Lazer Raptor	Sour - Gose
LazerSnake	IPA - American
Lazy Dog Huckleberry Haze IPA	IPA - American
Lazy Hazy IPAzy	IPA - New England
Lazy IPA	IPA - American
Laško Club (Export)	Lager - Pale
Laško Zlatorog	Lager - Euro Pale
Le "P'tit" Prince	IPA - Imperial / Double
Le Baron Noir	Porter - Baltic
Le Beat	IPA - Black / Cascadian Dark Ale
Le Beau Risque	Pale Ale - American
Le Bouillon De La Chaudière	Hefeweizen
Le Bretteux	Sour - Ale
Le Cidre Framboise	Cider - Other Fruit
Le Cidre Original	Cider - Sweet
Le Cidre Sauvage Turbo Brut	Cider - Other
Le Collabo	Farmhouse Ale - Saison
Le Collabo Réserve	Farmhouse Ale - Saison
Le Corsaire 3e Lien/ans	Red Ale - Other
Le Fantôme D'Ézilda	Pale Ale - English
Le Festibiere De Lévis	Sour - Gose
Le Festibière De Québec	Sour - Gose - Fruited
Le Festibière De Sherbrooke	Sour - Gose
Le Festif!	Lager - IPL (India Pale Lager)
Le Funk Et La Furie	Farmhouse Ale - Saison
Le Garnet	Sour - Other
Le Gimp	IPA - Black / Cascadian Dark Ale
Le Gnome Petite Perle	Belgian Strong Dark Ale
Le Gnome Swenson White	Witbier
Le Grand Duc	Stout - Imperial / Double
Le Grand Feu	IPA - Red
Le Hibou Dark Saison	Farmhouse Ale - Saison
Le Hérisson	Sour - Ale
Le Jugement	Lager - IPL (India Pale Lager)
Le Jus	IPA - New England
Le Lion	Farmhouse Ale - Saison
Le Lièvre De Nuit	Stout - Oatmeal
Le Merle	Farmhouse Ale - Saison
Le Moine Féral	Belgian Tripel
Le Mur (2018 Harvest)	Lambic - Fruit
Le P'tit Bonheur	Wheat Wine
Le Passage	Sour - Gose
Le Pendu	Brown Ale - English
Le Petit Détour	IPA - Belgian
Le Petit St-Hil - Poire	Cider - Perry
Le Phare	Scotch Ale / Wee Heavy
Le Pic Du Grand Corbeau	Stout - American
Le Projet Cask New England IPA. (Ajout De Mangues Fraiches)	IPA - New England
Le Puck	Stout - Other
Le Quench Du Soif	IPA - International
Le Roi Gougoune	Blonde Ale
Le Sang d'Encre	Stout - Irish Dry
Le Secret Victorien De Nelson Le Jaune	IPA - American
Le Seigneur Noir	Stout - Russian Imperial
Le Seigneur Noir Fut De Bourbon	Stout - Imperial / Double Oatmeal
Le Seul XXVII (Pear and Pomegranate)	American Wild Ale
Le Sommet	IPA - Imperial / Double New England
Le Souffle Du Dragon	Smoked Beer
Le Spectre D'Ézilda	IPA - American
Le Vent Du Large	Sour - Gose
Le Vieux Couvent	Witbier
Le Voile De La Mariée	Witbier
Le'Money	IPA - New England
Leaf Blower	Cream Ale
Leafy Greens	IPA - American
Leann	Red Ale - Other
Leave the Gun! Take the Cannoli.	Stout - Russian Imperial
Leeds Beer Week DDH IPA	IPA - New England
Leevike	Sour - Other
Leffe Blonde / Blond	Belgian Blonde
Leffe Brune / Bruin	Brown Ale - Belgian
Leffe Radieuse	Belgian Strong Dark Ale
Leffe Rituel 9°	Belgian Strong Golden Ale
Leffe Royale Blonde	Belgian Strong Golden Ale
Leffe Royale Cascade IPA	IPA - Belgian
Leffe Ruby	Fruit Beer
Leffe Triple / Tripel (2018)	Belgian Tripel
Leffe d'Été Zomerbier	Belgian Blonde
Left Of The Dial IPA	IPA - Session / India Session Ale
Left of the Divide - Across The Nation	IPA - American
Legado de Yuste	Lager - Vienna
Legal Tender	IPA - American
Legend of the Fall	Cider - Traditional
Legendary Oddity	Belgian Strong Golden Ale
Legends Harmony	Belgian Blonde
Legion Lager	Lager - American Light
Legitimacy	IPA - New England
Leifur Nr.32	Saison / Farmhouse Ale
Leikeim Steinbier Original	Steinbier
Leikeim Weißbier	Hefeweizen
Leishman Lager	Lager - Pale
Leisure Lagoon	Pale Ale - New England
Leitmotif Pineapple Mango	Sour - Other
Lellebel	Blonde Ale
Lemon & Bobek Porter	Porter - English
Lemon Basil	Cider - Traditional
Lemon Basil Lager	Lager - Helles
Lemon Cello	Cider - Sweet
Lemon Creamsicle Sour	Sour - Fruited
Lemon Kilmister	Blonde Ale
Lemon Lime & Bitterness Units	IPA - Brut
Lemon Lime Crush	IPA - Imperial / Double
Lemon Lime Sour	Sour - Fruited
Lemon Meringue Pie Sour	Sour - Other
Lemon Thyme Geyser	Sour - Gose
Lemonade Brigade	Sour - Other
Lemonade Stand	Sour - Berliner Weisse
Lemondrop	Sour - Other
Lemondrop Triple	Belgian Tripel
Lemonworld	IPA - New England
Lemon’s Cello	Mead - Other
Lentebock	Bock - Hell / Maibock / Lentebock
Leo	IPA - American
Leo (2018)	Farmhouse Ale - Saison
Leo v. Ursus: Wookus	IPA - Imperial / Double Black
Leo's Early Breakfast IPA	IPA - American
Leociraptor	IPA - Imperial / Double
Les Biberons	IPA - New England
Les Bieres Beluga Scotch Ale A L'erable	Scotch Ale / Wee Heavy
Les Cerise Bénites	Fruit Beer
Les Chiens Sales	Blonde Ale
Les Murmures Amers D’Isa	IPA - Milkshake
Les Pieds Croches	Sour - Ale
Les Quatre Surfeurs de L'Apocalypso	IPA - White
Les Thés Des Indiens	Pale Ale - International
Les Trois Lettres	IPA - American
Les Têtes Boisées	Grisette
Les Échappées : Mosaic Simple Houblon	Pale Ale - English
Leslie Crusher British Golden Ale	Golden Ale
Let It Happen	IPA - Imperial / Double
Let's Jam!	Sour - Fruited
Letra A	Hefeweizen
Letra On Oak - Moscatel BA Witbier	Witbier
Lets Get B.I.S.A	Table Beer
Lettre Écarlate	Sour - Flanders Red Ale
Leupser Dunkel	Lager - Munich Dunkel
Leute Bokbier (2019)	Bock - Single / Traditional
Levadura	Sour - Gose - Fruited
Level 92	IPA - Black / Cascadian Dark Ale
Li'l Smack IPA	IPA - American
Liber Novus	Lambic - Fruit
Liberator APA	Pale Ale - American
Libertas	Lager - IPL (India Pale Lager)
Libertine Black Ale	IPA - Black / Cascadian Dark Ale
Liberty	Pale Ale - American
Liberty Ale	IPA - American
Liberty Bell Ringer DIPA	IPA - Imperial / Double
Liesse	Pale Ale - Belgian
Life Itself	Sour - Gose
Life Partners Pale Ale	Pale Ale - American
Life and Limb	Strong Ale - American
Life in the Clouds	IPA - New England
Life in the South	Lager - American Light
Life of Fortitude: Independence	Pilsner - Other
Life's A Peach And Then You Die.	IPA - Milkshake
Light	Lager - American Light
Light Lager	Lager - American Light
Lighter Lager	Lager - American Light
Lighthouse Light Lager	Lager - Pale
Lights On	Pale Ale - American
Lights Out	Pale Ale - American
Lights Out Scotch Ale	Scotch Ale / Wee Heavy
Lights Out Stout	Stout - Milk / Sweet
Lightshift	IPA - Imperial / Double
Ligia	Italian Grape Ale
Lil Boh Pils	Pilsner - Other
Lil Heaven Session IPA	IPA - Session / India Session Ale
Lil' B	Porter - Imperial / Double
Lil' Devil	Pale Ale - Belgian
Lil' Spiffy	Farmhouse Ale - Saison
Liliko'i Kepolo	Witbier
Lily Belle	IPA - New England
Limbo IPA	IPA - American
Lime Cucumber Gose	Sour - Gose
Lime Gose	Sour - Gose
Lime Light Lime Berliner	Sour - Berliner Weisse
Lime Pilsner	Pilsner - Other
Lime Radler	Shandy / Radler
Lime-Mortelle	Blonde Ale
Limetown Lager	Lager - American Light
Limfjords Porter Lagret på Egetræ	Porter - Baltic
Limoiloise	Pale Ale - English
Limoilou Beach	Sour - Other
Limonade Poivrée	Witbier
Limoncello	Sour - Other
Limp Puppet Session IPA	IPA - Session / India Session Ale
Line of Departure	Lager - North American Adjunct
Lions Winter Ale	Winter Ale
Lipslide Lager	Lager - Helles
Liquid Art Fest IPA	IPA - American
Liquid Cocaine	IPA - Imperial / Double
Liquid Compass Double IPA	IPA - Imperial / Double
Liquid Crush	IPA - New England
Liquid Escape	Other
Liquid Fear	IPA - Imperial / Double
Liquid Lore	Red Ale - Irish
Liquid Picnic	Saison / Farmhouse Ale
Liquid Sunshine	Mead - Other
Liquid Symphony	IPA - American
Liquid Truth Serum	IPA - American
Liquid Tuxedo	Schwarzbier
Liquor De M’Alstroms	Malt Liquor
Lisa	IPA - Session / India Session Ale
Litchi-tchin	Wheat Beer - Other
Literally Wrote the Book	IPA - Imperial / Double
Little Beast	Kölsch
Little Big Hop	IPA - Session / India Session Ale
Little Bubs	Cider - Other Fruit
Little EGO	IPA - New England
Little Fawn	IPA - Session / India Session Ale
Little Horror of Hops	IPA - Rye
Little Mo'	Porter - American
Little Norway (Canadian Edition)	Lager - Pale
Little Norway Pale Lager	Lager - Pale
Little Princess	Stout - Other
Little Sal	Sour - Ale
Little Umbrellas	Sour - Other
Little Wizard	Sour - Gose - Fruited
Little Wolf	Pale Ale - American
Littoral	Sour - Other
Live Session	Pale Ale - American
Live Transmission Milkshake IPA	IPA - Milkshake
Livewire	Farmhouse Ale - Saison
Living In A Van Down By the River	IPA - Session / India Session Ale
Living the Dream Raspberry Sour	Sour - Fruited
Lizard King	Pale Ale - American
Lloyd's Lager	Lager - Helles
Lo And Behold Cherry	Sour - Flanders Red Ale
Lo Viste Mojito Sour	Sour - Other
LoCAL	Lager - American Amber / Red
Lobkowicz Démon	Lager - Amber
Lobkowicz Flying Cloud IPA	IPA - American
Lobkowicz Premium Černý	Lager - Dark
Lobotomy³ (2019)	Stout - American Imperial / Double
Local Boy	Farmhouse Ale - Saison
Local Dork CVH	IPA - Imperial / Double
Local Harvest: Salted Sour Cherry	American Wild Ale
Local Lager	Lager - Helles
Local Press	Cider - Traditional
Local Thunder	IPA - New England
Locating Satellites	IPA - American
Lochness	Scotch Ale / Wee Heavy
Lock Prop & Barrel	English Bitter
Locker Room Lager	Lager - Pale
Loco Mocha IPA	IPA - American
Lodestar Dry Hopped Sour Ale	Sour - Ale
Lodestar Sour Ale With Pink Guava	Sour - Other
Log Out	IPA - Imperial / Double
